customer_id,age,gender,item_purchased,category,purchase_amount,location,size,color,season,review_rating,subscription_status,shipping_type,discount_applied,promo_code_used,previous_purchases,payment_method,frequency_of_purchases,review_missing,used_promo,purchases_per_year,engagement_score,promo_dependency_score,promo_dependency_tier,lifetime_value_proxy,value_tier,satisfaction_tier,high_satisfaction,loyalty_score_a,loyalty_score_b,loyal_a_flag,loyal_b_flag
3439,26,Female,Shirt,Clothing,71,Kentucky,M,Violet,Fall,3.0,No,Store Pickup,No,No,33,Credit Card,Monthly,0,0,12,47.8,0.0,No Promo Use,2343,Platinum,Dissatisfied,0,47.8,47.1,0,1
3440,43,Female,Gloves,Accessories,93,Idaho,M,Gray,Summer,4.5,No,Express,No,No,25,Venmo,Quarterly,0,0,4,31.7,0.0,No Promo Use,2325,Platinum,Satisfied,1,31.7,46.7,0,1
3441,45,Female,Handbag,Accessories,63,Maryland,L,Magenta,Fall,4.3,No,2-Day Shipping,No,No,2,PayPal,Weekly,0,0,52,41.2,0.0,No Promo Use,126,Bronze,Satisfied,1,41.2,2.1,0,0
3442,64,Female,Sweater,Clothing,96,Tennessee,XL,Charcoal,Fall,4.1,No,Standard,No,No,15,Credit Card,Annually,0,0,1,17.1,0.0,No Promo Use,1440,Gold,Satisfied,1,17.1,28.8,0,0
3443,28,Female,Skirt,Clothing,78,Michigan,M,Violet,Spring,4.3,No,Next Day Air,No,No,12,PayPal,Weekly,0,0,52,53.5,0.0,No Promo Use,936,Silver,Satisfied,1,53.5,18.6,0,0
3444,47,Female,Dress,Clothing,24,Tennessee,L,Silver,Summer,5.0,No,Free Shipping,No,No,28,Cash,Bi-Weekly,0,0,26,52.7,0.0,No Promo Use,672,Silver,Satisfied,1,52.7,13.2,0,0
3445,53,Female,Pants,Clothing,63,Rhode Island,S,Green,Summer,3.8,No,2-Day Shipping,No,No,12,Bank Transfer,Bi-Weekly,0,0,26,33.1,0.0,No Promo Use,756,Silver,Neutral,0,33.1,14.9,0,0
3446,42,Female,Hat,Accessories,58,Florida,M,Magenta,Fall,4.9,No,Standard,No,No,3,Debit Card,Annually,0,0,1,2.4,0.0,No Promo Use,174,Bronze,Satisfied,1,2.4,3.1,0,0
3447,51,Female,Boots,Footwear,55,Louisiana,S,Purple,Spring,5.0,No,2-Day Shipping,No,No,20,Cash,Weekly,0,0,52,63.3,0.0,No Promo Use,1100,Silver,Satisfied,1,63.3,21.9,1,0
3448,62,Female,Sandals,Footwear,58,Arkansas,M,Blue,Fall,4.3,No,Express,No,No,3,Bank Transfer,Bi-Weekly,0,0,26,22.1,0.0,No Promo Use,174,Bronze,Satisfied,1,22.1,3.1,0,0
3449,18,Female,Coat,Outerwear,28,Kentucky,S,Yellow,Winter,4.1,No,Express,No,No,32,Bank Transfer,Fortnightly,0,0,26,57.6,0.0,No Promo Use,896,Silver,Satisfied,1,57.6,17.8,1,0
3450,48,Female,Blouse,Clothing,37,Kansas,M,Brown,Spring,4.5,No,Standard,No,No,35,Cash,Monthly,0,0,12,50.3,0.0,No Promo Use,1295,Gold,Satisfied,1,50.3,25.8,0,0
3451,20,Female,Shorts,Clothing,78,Vermont,M,Pink,Spring,3.6,No,Store Pickup,No,No,31,PayPal,Monthly,0,0,12,45.4,0.0,No Promo Use,2418,Platinum,Neutral,0,45.4,48.6,0,1
3452,32,Female,Blouse,Clothing,73,Nevada,XL,Silver,Fall,3.0,No,Free Shipping,No,No,13,Credit Card,Annually,0,0,1,14.7,0.0,No Promo Use,949,Silver,Dissatisfied,0,14.7,18.8,0,0
3453,26,Female,Jacket,Outerwear,20,Oklahoma,M,Indigo,Spring,3.7,No,Next Day Air,No,No,3,Venmo,Fortnightly,0,0,26,22.1,0.0,No Promo Use,60,Bronze,Neutral,0,22.1,0.8,0,0
3454,31,Female,Shirt,Clothing,60,Alabama,L,Pink,Winter,4.3,No,Standard,No,No,48,Venmo,Bi-Weekly,0,0,26,77.2,0.0,No Promo Use,2880,Platinum,Satisfied,1,77.2,58.0,1,1
3455,55,Female,Handbag,Accessories,71,Louisiana,S,Lavender,Fall,4.6,No,Store Pickup,No,No,15,PayPal,Bi-Weekly,0,0,26,36.8,0.0,No Promo Use,1065,Silver,Satisfied,1,36.8,21.2,0,0
3456,49,Female,T-shirt,Clothing,89,Ohio,M,Orange,Fall,4.7,No,Standard,No,No,13,Venmo,Annually,0,0,1,14.7,0.0,No Promo Use,1157,Silver,Satisfied,1,14.7,23.0,0,0
3457,42,Female,Hoodie,Clothing,53,Texas,M,Red,Fall,4.6,No,Express,No,No,21,Venmo,Monthly,0,0,12,33.1,0.0,No Promo Use,1113,Silver,Satisfied,1,33.1,22.2,0,0
3458,64,Female,Jewelry,Accessories,87,Maryland,M,Gray,Summer,3.0,No,Express,No,No,29,Cash,Fortnightly,0,0,26,53.9,0.0,No Promo Use,2523,Platinum,Dissatisfied,0,53.9,50.8,0,1
3459,68,Female,Jewelry,Accessories,37,West Virginia,L,Violet,Spring,3.4,No,Standard,No,No,24,Venmo,Quarterly,0,0,4,30.5,0.0,No Promo Use,888,Silver,Neutral,0,30.5,17.6,0,0
3460,68,Female,Hoodie,Clothing,37,Ohio,L,Green,Fall,3.8,No,Express,No,No,21,PayPal,Annually,0,0,1,24.5,0.0,No Promo Use,777,Silver,Neutral,0,24.5,15.3,0,0
3461,41,Female,Scarf,Accessories,78,Indiana,M,Gold,Spring,3.1,No,Express,No,No,5,Bank Transfer,Bi-Weekly,0,0,26,24.5,0.0,No Promo Use,390,Bronze,Dissatisfied,0,24.5,7.5,0,0
3462,51,Female,Shoes,Footwear,23,Wyoming,S,Maroon,Spring,4.4,No,Standard,No,No,47,Cash,Quarterly,0,0,4,58.7,0.0,No Promo Use,1081,Silver,Satisfied,1,58.7,21.5,1,0
3463,44,Female,Jeans,Clothing,73,Michigan,L,Olive,Spring,4.5,No,Standard,No,No,34,Credit Card,Every 3 Months,0,0,4,42.8,0.0,No Promo Use,2482,Platinum,Satisfied,1,42.8,49.9,0,1
3464,27,Female,Jewelry,Accessories,27,Maine,M,Yellow,Fall,2.8,No,2-Day Shipping,No,No,45,PayPal,Fortnightly,0,0,26,73.5,0.0,No Promo Use,1215,Silver,Dissatisfied,0,73.5,24.2,1,0
3465,36,Female,Coat,Outerwear,59,Utah,S,Peach,Winter,2.7,No,Next Day Air,No,No,12,PayPal,Annually,0,0,1,13.5,0.0,No Promo Use,708,Silver,Dissatisfied,0,13.5,13.9,0,0
3466,19,Female,Backpack,Accessories,53,Iowa,M,Gold,Spring,3.4,No,Standard,No,No,31,Debit Card,Weekly,0,0,52,76.7,0.0,No Promo Use,1643,Gold,Neutral,0,76.7,32.9,1,1
3467,49,Female,Socks,Clothing,42,Maryland,S,Purple,Summer,4.6,No,Standard,No,No,43,Bank Transfer,Annually,0,0,1,51.4,0.0,No Promo Use,1806,Gold,Satisfied,1,51.4,36.2,0,1
3468,18,Female,Scarf,Accessories,45,Texas,M,Charcoal,Fall,5.0,No,Next Day Air,No,No,5,Credit Card,Annually,0,0,1,4.9,0.0,No Promo Use,225,Bronze,Satisfied,1,4.9,4.1,0,0
3469,36,Female,Sunglasses,Accessories,89,Ohio,S,Indigo,Winter,3.5,No,Standard,No,No,36,Debit Card,Quarterly,0,0,4,45.2,0.0,No Promo Use,3204,Platinum,Neutral,0,45.2,64.6,0,1
3470,36,Female,Socks,Clothing,85,North Dakota,L,Magenta,Fall,3.3,No,Store Pickup,No,No,12,Cash,Annually,0,0,1,13.5,0.0,No Promo Use,1020,Silver,Neutral,0,13.5,20.3,0,0
3471,19,Female,Coat,Outerwear,69,West Virginia,S,Olive,Summer,4.5,No,Free Shipping,No,No,31,Cash,Bi-Weekly,0,0,26,56.3,0.0,No Promo Use,2139,Gold,Satisfied,1,56.3,43.0,1,1
3472,43,Female,Sandals,Footwear,66,North Carolina,S,Blue,Spring,3.1,No,Store Pickup,No,No,31,Cash,Bi-Weekly,0,0,26,56.3,0.0,No Promo Use,2046,Gold,Dissatisfied,0,56.3,41.1,1,1
3473,31,Female,Blouse,Clothing,42,Georgia,S,White,Summer,4.0,No,Free Shipping,No,No,15,Debit Card,Weekly,0,0,52,57.1,0.0,No Promo Use,630,Silver,Neutral,0,57.1,12.4,1,0
3474,63,Female,Dress,Clothing,40,Kansas,M,Cyan,Spring,2.5,No,Express,No,No,11,Cash,Weekly,0,0,52,52.2,0.0,No Promo Use,440,Bronze,Dissatisfied,0,52.2,8.5,0,0
3475,41,Female,Pants,Clothing,82,Maine,M,Cyan,Winter,4.4,No,Store Pickup,No,No,18,Venmo,Monthly,0,0,12,29.4,0.0,No Promo Use,1476,Gold,Satisfied,1,29.4,29.5,0,0
3476,48,Female,Sneakers,Footwear,88,South Carolina,M,Orange,Spring,4.4,No,Express,No,No,9,Cash,Quarterly,0,0,4,12.1,0.0,No Promo Use,792,Silver,Satisfied,1,12.1,15.6,0,0
3477,68,Female,Boots,Footwear,99,South Carolina,XL,Orange,Summer,3.2,No,Free Shipping,No,No,11,Cash,Weekly,0,0,52,52.2,0.0,No Promo Use,1089,Silver,Dissatisfied,0,52.2,21.7,0,0
3478,53,Female,Handbag,Accessories,85,Kentucky,S,Teal,Spring,3.8,No,Store Pickup,No,No,38,Debit Card,Bi-Weekly,0,0,26,64.9,0.0,No Promo Use,3230,Platinum,Neutral,0,64.9,65.1,1,1
3479,36,Female,Handbag,Accessories,57,Arizona,M,Magenta,Fall,4.6,No,Store Pickup,No,No,42,PayPal,Quarterly,0,0,4,52.6,0.0,No Promo Use,2394,Platinum,Satisfied,1,52.6,48.1,0,1
3480,46,Female,Sweater,Clothing,56,New York,S,Orange,Summer,4.9,No,Standard,No,No,41,Cash,Monthly,0,0,12,57.6,0.0,No Promo Use,2296,Platinum,Satisfied,1,57.6,46.2,1,1
3481,21,Female,Sandals,Footwear,79,New Hampshire,L,Peach,Winter,3.5,No,Free Shipping,No,No,45,PayPal,Monthly,0,0,12,62.5,0.0,No Promo Use,3555,Platinum,Neutral,0,62.5,71.7,1,1
3482,52,Female,Socks,Clothing,67,Ohio,S,Maroon,Summer,3.4,No,Store Pickup,No,No,41,Debit Card,Bi-Weekly,0,0,26,68.6,0.0,No Promo Use,2747,Platinum,Neutral,0,68.6,55.3,1,1
3483,66,Female,Gloves,Accessories,61,Hawaii,M,Gold,Winter,3.9,No,Next Day Air,No,No,35,Debit Card,Weekly,0,0,52,81.6,0.0,No Promo Use,2135,Gold,Neutral,0,81.6,42.9,1,1
3484,19,Female,Hoodie,Clothing,37,Texas,L,White,Winter,3.9,No,Express,No,No,21,Credit Card,Every 3 Months,0,0,4,26.8,0.0,No Promo Use,777,Silver,Neutral,0,26.8,15.3,0,0
3485,44,Female,Dress,Clothing,75,Illinois,L,Gray,Fall,4.2,No,Free Shipping,No,No,13,Credit Card,Bi-Weekly,0,0,26,34.3,0.0,No Promo Use,975,Silver,Satisfied,1,34.3,19.4,0,0
3486,50,Female,Shirt,Clothing,21,Massachusetts,XL,Brown,Winter,3.4,No,Standard,No,No,23,Debit Card,Fortnightly,0,0,26,46.5,0.0,No Promo Use,483,Bronze,Neutral,0,46.5,9.4,0,0
3487,51,Female,Shorts,Clothing,89,North Carolina,L,Charcoal,Winter,4.9,No,Standard,No,No,6,PayPal,Weekly,0,0,52,46.1,0.0,No Promo Use,534,Bronze,Satisfied,1,46.1,10.4,0,0
3488,25,Female,Sandals,Footwear,24,West Virginia,L,Beige,Fall,2.9,No,Store Pickup,No,No,39,Bank Transfer,Annually,0,0,1,46.5,0.0,No Promo Use,936,Silver,Dissatisfied,0,46.5,18.6,0,0
3489,62,Female,Sweater,Clothing,27,Delaware,XL,Teal,Spring,4.9,No,Store Pickup,No,No,7,Cash,Quarterly,0,0,4,9.7,0.0,No Promo Use,189,Bronze,Satisfied,1,9.7,3.4,0,0
3490,48,Female,Dress,Clothing,26,Idaho,L,Black,Summer,4.6,No,2-Day Shipping,No,No,32,PayPal,Every 3 Months,0,0,4,40.3,0.0,No Promo Use,832,Silver,Satisfied,1,40.3,16.5,0,0
3491,62,Female,Boots,Footwear,82,Oregon,M,Violet,Spring,3.6,No,Store Pickup,No,No,43,Credit Card,Quarterly,0,0,4,53.8,0.0,No Promo Use,3526,Platinum,Neutral,0,53.8,71.1,0,1
3492,22,Female,Pants,Clothing,28,Maine,M,Orange,Winter,4.3,No,Express,No,No,15,Cash,Monthly,0,0,12,25.8,0.0,No Promo Use,420,Bronze,Satisfied,1,25.8,8.1,0,0
3493,48,Female,Gloves,Accessories,65,South Dakota,M,Turquoise,Fall,4.6,No,Standard,No,No,48,Bank Transfer,Annually,0,0,1,57.6,0.0,No Promo Use,3120,Platinum,Satisfied,1,57.6,62.9,1,1
3494,48,Female,Pants,Clothing,82,New Mexico,XL,Black,Winter,4.7,No,Store Pickup,No,No,35,Credit Card,Weekly,0,0,52,81.6,0.0,No Promo Use,2870,Platinum,Satisfied,1,81.6,57.8,1,1
3495,62,Female,Scarf,Accessories,38,Washington,M,Silver,Winter,3.5,No,Free Shipping,No,No,41,PayPal,Quarterly,0,0,4,51.3,0.0,No Promo Use,1558,Gold,Neutral,0,51.3,31.2,0,0
3496,24,Female,Shorts,Clothing,33,Georgia,XL,Gray,Spring,2.8,No,Free Shipping,No,No,14,Cash,Weekly,0,0,52,55.9,0.0,No Promo Use,462,Bronze,Dissatisfied,0,55.9,8.9,1,0
3497,39,Female,Shoes,Footwear,38,Idaho,M,Pink,Summer,4.0,No,Free Shipping,No,No,22,PayPal,Monthly,0,0,12,34.3,0.0,No Promo Use,836,Silver,Neutral,0,34.3,16.5,0,0
3498,35,Female,Handbag,Accessories,48,Colorado,M,Red,Spring,4.3,No,Store Pickup,No,No,16,Venmo,Every 3 Months,0,0,4,20.7,0.0,No Promo Use,768,Silver,Satisfied,1,20.7,15.2,0,0
3499,47,Female,Sandals,Footwear,35,Kentucky,M,Lavender,Summer,3.8,No,Standard,No,No,2,Bank Transfer,Bi-Weekly,0,0,26,20.8,0.0,No Promo Use,70,Bronze,Neutral,0,20.8,1.0,0,0
3500,22,Female,Socks,Clothing,29,New Jersey,L,Indigo,Fall,3.0,No,Next Day Air,No,No,13,PayPal,Every 3 Months,0,0,4,17.0,0.0,No Promo Use,377,Bronze,Dissatisfied,0,17.0,7.2,0,0
3501,38,Female,Shirt,Clothing,48,Oregon,S,Silver,Fall,4.6,No,Next Day Air,No,No,38,Debit Card,Fortnightly,0,0,26,64.9,0.0,No Promo Use,1824,Gold,Satisfied,1,64.9,36.6,1,1
3502,53,Female,Shoes,Footwear,87,Nebraska,M,Silver,Fall,4.8,No,Standard,No,No,43,Bank Transfer,Weekly,0,0,52,91.4,0.0,No Promo Use,3741,Platinum,Satisfied,1,91.4,75.5,1,1
3503,31,Female,Backpack,Accessories,62,Massachusetts,M,Green,Fall,4.7,No,Next Day Air,No,No,26,Bank Transfer,Quarterly,0,0,4,33.0,0.0,No Promo Use,1612,Gold,Satisfied,1,33.0,32.3,0,1
3504,31,Female,Shirt,Clothing,96,Nebraska,M,Pink,Spring,3.9,No,Free Shipping,No,No,39,Cash,Weekly,0,0,52,86.5,0.0,No Promo Use,3744,Platinum,Neutral,0,86.5,75.5,1,1
3505,65,Female,Handbag,Accessories,41,Hawaii,S,Violet,Fall,4.0,No,Next Day Air,No,No,50,Venmo,Monthly,0,0,12,68.6,0.0,No Promo Use,2050,Gold,Neutral,0,68.6,41.2,1,1
3506,48,Female,Jewelry,Accessories,42,Indiana,L,Red,Winter,3.7,No,2-Day Shipping,No,No,40,Bank Transfer,Every 3 Months,0,0,4,50.1,0.0,No Promo Use,1680,Gold,Neutral,0,50.1,33.7,0,1
3507,18,Female,Shirt,Clothing,57,Illinois,L,Olive,Winter,3.7,No,2-Day Shipping,No,No,12,Cash,Fortnightly,0,0,26,33.1,0.0,No Promo Use,684,Silver,Neutral,0,33.1,13.5,0,0
3508,46,Female,Handbag,Accessories,65,Colorado,S,Purple,Spring,4.2,No,Store Pickup,No,No,33,Credit Card,Every 3 Months,0,0,4,41.5,0.0,No Promo Use,2145,Gold,Satisfied,1,41.5,43.1,0,1
3509,52,Female,Pants,Clothing,54,Pennsylvania,M,Gray,Fall,4.7,No,Standard,No,No,49,Bank Transfer,Weekly,0,0,52,98.8,0.0,No Promo Use,2646,Platinum,Satisfied,1,98.8,53.3,1,1
3510,50,Female,T-shirt,Clothing,22,Ohio,L,Brown,Winter,4.3,No,Next Day Air,No,No,43,Venmo,Bi-Weekly,0,0,26,71.0,0.0,No Promo Use,946,Silver,Satisfied,1,71.0,18.8,1,0
3511,49,Female,Sneakers,Footwear,96,Pennsylvania,S,Orange,Fall,4.9,No,2-Day Shipping,No,No,14,Venmo,Monthly,0,0,12,24.5,0.0,No Promo Use,1344,Gold,Satisfied,1,24.5,26.8,0,0
3512,69,Female,Jewelry,Accessories,81,Mississippi,M,Blue,Summer,3.9,No,2-Day Shipping,No,No,21,Credit Card,Every 3 Months,0,0,4,26.8,0.0,No Promo Use,1701,Gold,Neutral,0,26.8,34.1,0,1
3513,36,Female,Shirt,Clothing,46,Kentucky,M,White,Fall,3.4,No,Free Shipping,No,No,31,Debit Card,Quarterly,0,0,4,39.1,0.0,No Promo Use,1426,Gold,Neutral,0,39.1,28.5,0,0
3514,30,Female,Blouse,Clothing,74,Alaska,XL,Charcoal,Spring,4.2,No,Store Pickup,No,No,29,Credit Card,Fortnightly,0,0,26,53.9,0.0,No Promo Use,2146,Gold,Satisfied,1,53.9,43.1,0,1
3515,25,Female,Sneakers,Footwear,50,Georgia,XL,Gray,Winter,4.7,No,Express,No,No,32,Cash,Monthly,0,0,12,46.6,0.0,No Promo Use,1600,Gold,Satisfied,1,46.6,32.0,0,1
3516,19,Female,Dress,Clothing,80,South Dakota,XL,Charcoal,Winter,4.0,No,Next Day Air,No,No,16,Debit Card,Bi-Weekly,0,0,26,38.0,0.0,No Promo Use,1280,Gold,Neutral,0,38.0,25.5,0,0
3517,34,Female,Boots,Footwear,56,South Carolina,S,White,Summer,4.0,No,Free Shipping,No,No,38,PayPal,Bi-Weekly,0,0,26,64.9,0.0,No Promo Use,2128,Gold,Neutral,0,64.9,42.7,1,1
3518,29,Female,Skirt,Clothing,69,Tennessee,M,Orange,Winter,3.1,No,Next Day Air,No,No,34,Debit Card,Every 3 Months,0,0,4,42.8,0.0,No Promo Use,2346,Platinum,Dissatisfied,0,42.8,47.2,0,1
3519,50,Female,Shirt,Clothing,97,Colorado,M,Black,Spring,4.2,No,Standard,No,No,30,PayPal,Quarterly,0,0,4,37.9,0.0,No Promo Use,2910,Platinum,Satisfied,1,37.9,58.6,0,1
3520,31,Female,Shorts,Clothing,66,Wisconsin,M,White,Winter,3.7,No,Next Day Air,No,No,14,Bank Transfer,Fortnightly,0,0,26,35.5,0.0,No Promo Use,924,Silver,Neutral,0,35.5,18.3,0,0
3521,41,Female,Hat,Accessories,70,Georgia,S,Brown,Spring,3.1,No,Express,No,No,33,Bank Transfer,Monthly,0,0,12,47.8,0.0,No Promo Use,2310,Platinum,Dissatisfied,0,47.8,46.4,0,1
3522,52,Female,Shoes,Footwear,50,Maryland,M,Pink,Winter,3.7,No,Store Pickup,No,No,35,Venmo,Weekly,0,0,52,81.6,0.0,No Promo Use,1750,Gold,Neutral,0,81.6,35.1,1,1
3523,27,Female,Pants,Clothing,85,New Jersey,M,Yellow,Spring,3.2,No,Store Pickup,No,No,13,Cash,Quarterly,0,0,4,17.0,0.0,No Promo Use,1105,Silver,Dissatisfied,0,17.0,22.0,0,0
3524,49,Female,Backpack,Accessories,59,Nevada,M,Cyan,Summer,2.8,No,Standard,No,No,30,Cash,Fortnightly,0,0,26,55.1,0.0,No Promo Use,1770,Gold,Dissatisfied,0,55.1,35.5,1,1
3525,69,Female,Pants,Clothing,74,Michigan,L,Silver,Summer,2.9,No,Free Shipping,No,No,30,Credit Card,Monthly,0,0,12,44.1,0.0,No Promo Use,2220,Platinum,Dissatisfied,0,44.1,44.6,0,1
3526,45,Female,Sunglasses,Accessories,38,Wyoming,L,Olive,Winter,3.5,No,Standard,No,No,47,Bank Transfer,Annually,0,0,1,56.3,0.0,No Promo Use,1786,Gold,Neutral,0,56.3,35.8,1,1
3527,20,Female,Sweater,Clothing,99,Massachusetts,M,Olive,Spring,3.8,No,Express,No,No,1,PayPal,Every 3 Months,0,0,4,2.4,0.0,No Promo Use,99,Bronze,Neutral,0,2.4,1.6,0,0
3528,25,Female,Blouse,Clothing,97,Washington,S,Charcoal,Spring,4.7,No,Free Shipping,No,No,1,Cash,Weekly,0,0,52,40.0,0.0,No Promo Use,97,Bronze,Satisfied,1,40.0,1.5,0,0
3529,38,Female,Scarf,Accessories,67,Maine,L,Gray,Summer,4.5,No,Free Shipping,No,No,33,PayPal,Annually,0,0,1,39.2,0.0,No Promo Use,2211,Gold,Satisfied,1,39.2,44.4,0,1
3530,55,Female,T-shirt,Clothing,20,Montana,S,Maroon,Winter,3.9,No,Next Day Air,No,No,43,Bank Transfer,Weekly,0,0,52,91.4,0.0,No Promo Use,860,Silver,Neutral,0,91.4,17.0,1,0
3531,62,Female,Sunglasses,Accessories,45,Oklahoma,L,Black,Spring,3.4,No,Express,No,No,37,PayPal,Weekly,0,0,52,84.1,0.0,No Promo Use,1665,Gold,Neutral,0,84.1,33.4,1,1
3532,54,Female,Shoes,Footwear,52,North Dakota,XL,Violet,Winter,4.6,No,2-Day Shipping,No,No,23,Cash,Quarterly,0,0,4,29.3,0.0,No Promo Use,1196,Silver,Satisfied,1,29.3,23.8,0,0
3533,61,Female,Pants,Clothing,68,Connecticut,L,Indigo,Fall,4.6,No,Standard,No,No,12,Credit Card,Annually,0,0,1,13.5,0.0,No Promo Use,816,Silver,Satisfied,1,13.5,16.1,0,0
3534,50,Female,Sneakers,Footwear,98,Texas,L,Yellow,Fall,4.7,No,Standard,No,No,30,Venmo,Fortnightly,0,0,26,55.1,0.0,No Promo Use,2940,Platinum,Satisfied,1,55.1,59.2,1,1
3535,65,Female,Shoes,Footwear,83,Delaware,M,Gray,Fall,3.2,No,Express,No,No,7,Cash,Weekly,0,0,52,47.3,0.0,No Promo Use,581,Bronze,Dissatisfied,0,47.3,11.4,0,0
3536,68,Female,Shorts,Clothing,51,Mississippi,M,Red,Summer,5.0,No,Express,No,No,20,Debit Card,Monthly,0,0,12,31.9,0.0,No Promo Use,1020,Silver,Satisfied,1,31.9,20.3,0,0
3537,55,Female,Handbag,Accessories,21,Minnesota,L,Peach,Spring,4.5,No,Express,No,No,10,Venmo,Monthly,0,0,12,19.6,0.0,No Promo Use,210,Bronze,Satisfied,1,19.6,3.8,0,0
3538,57,Female,Handbag,Accessories,92,Georgia,M,Gray,Spring,3.5,No,Standard,No,No,40,Credit Card,Every 3 Months,0,0,4,50.1,0.0,No Promo Use,3680,Platinum,Neutral,0,50.1,74.2,0,1
3539,56,Female,Shoes,Footwear,63,Iowa,S,White,Spring,4.5,No,Store Pickup,No,No,21,Venmo,Monthly,0,0,12,33.1,0.0,No Promo Use,1323,Gold,Satisfied,1,33.1,26.4,0,0
3540,29,Female,Jewelry,Accessories,56,New York,S,Green,Spring,3.2,No,Express,No,No,17,Credit Card,Bi-Weekly,0,0,26,39.2,0.0,No Promo Use,952,Silver,Dissatisfied,0,39.2,18.9,0,0
3541,24,Female,Shorts,Clothing,95,Nevada,M,Magenta,Spring,4.6,No,Free Shipping,No,No,5,Bank Transfer,Weekly,0,0,52,44.9,0.0,No Promo Use,475,Bronze,Satisfied,1,44.9,9.2,0,0
3542,59,Female,Blouse,Clothing,66,Virginia,M,Olive,Winter,4.0,No,Next Day Air,No,No,22,PayPal,Annually,0,0,1,25.7,0.0,No Promo Use,1452,Gold,Neutral,0,25.7,29.0,0,0
3543,62,Female,Coat,Outerwear,28,Idaho,S,Olive,Spring,4.2,No,Express,No,No,5,Venmo,Weekly,0,0,52,44.9,0.0,No Promo Use,140,Bronze,Satisfied,1,44.9,2.4,0,0
3544,58,Female,Hat,Accessories,83,Colorado,M,Blue,Winter,4.1,No,Standard,No,No,18,PayPal,Every 3 Months,0,0,4,23.2,0.0,No Promo Use,1494,Gold,Satisfied,1,23.2,29.9,0,0
3545,64,Female,Socks,Clothing,55,Wisconsin,XL,Charcoal,Fall,3.6,No,2-Day Shipping,No,No,42,Cash,Every 3 Months,0,0,4,52.6,0.0,No Promo Use,2310,Platinum,Neutral,0,52.6,46.4,0,1
3546,48,Female,Sandals,Footwear,28,Connecticut,M,Yellow,Spring,3.7,No,2-Day Shipping,No,No,22,Debit Card,Annually,0,0,1,25.7,0.0,No Promo Use,616,Bronze,Neutral,0,25.7,12.1,0,0
3547,60,Female,Scarf,Accessories,79,Kansas,M,Violet,Summer,3.6,No,Free Shipping,No,No,37,Bank Transfer,Bi-Weekly,0,0,26,63.7,0.0,No Promo Use,2923,Platinum,Neutral,0,63.7,58.9,1,1
3548,52,Female,Scarf,Accessories,31,Pennsylvania,L,Magenta,Summer,3.8,No,Standard,No,No,23,Credit Card,Annually,0,0,1,26.9,0.0,No Promo Use,713,Silver,Neutral,0,26.9,14.0,0,0
3549,63,Female,Blouse,Clothing,37,Utah,M,Red,Fall,3.0,No,Standard,No,No,47,Debit Card,Fortnightly,0,0,26,75.9,0.0,No Promo Use,1739,Gold,Dissatisfied,0,75.9,34.9,1,1
3550,44,Female,T-shirt,Clothing,34,Oregon,M,Cyan,Summer,3.4,No,2-Day Shipping,No,No,11,Bank Transfer,Fortnightly,0,0,26,31.9,0.0,No Promo Use,374,Bronze,Neutral,0,31.9,7.2,0,0
3551,63,Female,Shoes,Footwear,74,West Virginia,S,Orange,Winter,4.8,No,Standard,No,No,32,Cash,Weekly,0,0,52,78.0,0.0,No Promo Use,2368,Platinum,Satisfied,1,78.0,47.6,1,1
3552,66,Female,Gloves,Accessories,31,Montana,L,Black,Spring,2.6,No,Store Pickup,No,No,20,Venmo,Weekly,0,0,52,63.3,0.0,No Promo Use,620,Silver,Dissatisfied,0,63.3,12.2,1,0
3553,22,Female,Sunglasses,Accessories,66,Kentucky,M,Blue,Winter,2.9,No,Next Day Air,No,No,3,PayPal,Quarterly,0,0,4,4.8,0.0,No Promo Use,198,Bronze,Dissatisfied,0,4.8,3.6,0,0
3554,62,Female,Shoes,Footwear,99,Minnesota,M,Charcoal,Spring,4.9,No,Free Shipping,No,No,32,Bank Transfer,Weekly,0,0,52,78.0,0.0,No Promo Use,3168,Platinum,Satisfied,1,78.0,63.8,1,1
3555,39,Female,Dress,Clothing,55,Louisiana,M,Indigo,Spring,5.0,No,Free Shipping,No,No,5,Credit Card,Fortnightly,0,0,26,24.5,0.0,No Promo Use,275,Bronze,Satisfied,1,24.5,5.2,0,0
3556,25,Female,Blouse,Clothing,23,Delaware,L,Silver,Spring,4.6,No,Next Day Air,No,No,45,Cash,Quarterly,0,0,4,56.2,0.0,No Promo Use,1035,Silver,Satisfied,1,56.2,20.6,1,0
3557,70,Female,Sweater,Clothing,88,Arizona,M,Brown,Fall,4.2,No,Express,No,No,43,Cash,Bi-Weekly,0,0,26,71.0,0.0,No Promo Use,3784,Platinum,Satisfied,1,71.0,76.3,1,1
3558,52,Female,Jacket,Outerwear,26,Nevada,M,Peach,Summer,4.9,No,Next Day Air,No,No,1,PayPal,Every 3 Months,0,0,4,2.4,0.0,No Promo Use,26,Bronze,Satisfied,1,2.4,0.1,0,0
3559,68,Female,Backpack,Accessories,94,Alaska,L,Magenta,Summer,4.8,No,Standard,No,No,9,Venmo,Quarterly,0,0,4,12.1,0.0,No Promo Use,846,Silver,Satisfied,1,12.1,16.7,0,0
